building_id,mean_energy,std_energy,max_energy,min_energy,mean_gap,std_gap,mean_gap_pct,mean_temp,square_feet,primary_use,year_built,site_id,energy_intensity,gap_intensity,cv_energy,cluster
25,221.08087,207.08109,767.0,0.0,-92.36619,157.3899,-3.5719838,22.830833333333334,103286,Office,1969.0,0,0.0021404520567160556,-0.0008942673138857398,0.932458,0.0
26,100.74896,94.95691,412.13,0.0,-24.306602,65.9161,1.9391739,22.830833333333334,26953,Office,2005.0,0,0.003737811174680706,-0.0009017809036887788,0.93324697,0.0
27,171.17819,142.21625,657.0,0.0,8.233263,57.28396,15.3653,22.830833333333334,59200,Lodging/residential,1999.0,0,0.002891474673378353,0.0001390730395727618,0.8259829,0.0
28,153.22743,132.41844,483.0,0.0,-10.269291,60.689545,9.175403,22.830833333333334,52957,Office,2016.0,0,0.0028933764917666183,-0.00019391387371260746,0.85859203,0.0
29,924.97284,385.91138,2358.93,0.0,-114.08714,259.0191,-7.211635,23.850594137839977,113866,Education,2006.0,0,0.00812327398943916,-0.0010019333340154386,0.41676316,2.0
30,324.4987,277.52304,1254.17,0.0,-55.618534,150.75201,4.6097317,22.830833333333334,93897,Education,1999.0,0,0.0034558636791426935,-0.0005923292731275934,0.8526088,0.0
31,283.88623,234.82262,1005.0,0.0,-24.815224,118.4431,8.173708,22.830833333333334,61904,Education,2001.0,0,0.004585836854353445,-0.00040085976405536964,0.82426804,0.0
32,207.22758,199.61385,1065.48,0.0,-63.118687,144.45116,-0.4472579,22.830833333333334,48392,Office,2005.0,0,0.004282180993921997,-0.0013042937341356268,0.95863307,0.0
33,315.16046,263.3187,1017.0,0.0,1.1120282,106.373314,12.9128685,22.830833333333334,38686,Lodging/residential,2002.0,0,0.008146417696533235,2.874423556123586e-05,0.8328641,0.0
34,184.69044,160.21013,538.949,0.0,-3.328191,62.22885,12.488948,22.830833333333334,42731,Lodging/residential,2002.0,0,0.004322064142710125,-7.788521580891161e-05,0.8627807,0.0
35,149.45529,128.42929,432.0,0.0,5.654211,51.731354,15.294934,22.830833333333334,41617,Lodging/residential,2002.0,0,0.0035911214317854503,0.00013585974925060126,0.8536043,0.0
36,92.23813,85.43955,410.219,0.0,-0.46763214,45.244198,13.126227,22.830833333333334,53130,Lodging/residential,2002.0,0,0.001736051056108663,-8.801493378433682e-06,0.91635853,0.0
37,128.35373,116.77542,445.029,0.0,18.170351,56.81022,23.30864,22.830833333333334,53130,Lodging/residential,2002.0,0,0.0024157973546149493,0.00034199151208225674,0.9027604,0.0
38,302.25668,245.70193,879.0,0.0,5.586038,76.093544,14.158802,22.830833333333334,12769,Office,2013.0,0,0.023669278257604492,0.0004374344645763806,0.8102111,3.0
39,206.66522,168.3286,739.0,0.0,-32.26876,85.21059,5.110917,22.830833333333334,64619,Office,1969.0,0,0.0031981619029397826,-0.0004993618180308317,0.81057674,0.0
40,161.83208,159.3066,1371.95,0.0,-19.36382,85.56619,-6.364612,22.704176582579723,26944,Entertainment/public assembly,2001.0,0,0.006006015105821755,-0.0007186423871706979,0.978349,0.0
41,128.35,104.85886,447.0,0.0,0.7130114,48.980843,12.403837,22.830833333333334,93860,Office,1968.0,0,0.0013674476737251427,7.596460553481371e-06,0.8106598,0.0
42,782.0493,626.41284,2770.0,0.0,-55.4042,269.85864,8.932642,22.830833333333334,226506,Other,1968.0,0,0.003452649659420018,-0.00024460260171901247,0.79996604,2.0
43,67.18326,68.961945,273.348,0.0,-33.167187,62.93527,-1.7334055,22.830833333333334,59071,Retail,1980.0,0,0.0011373113836782337,-0.0005614705230407054,1.0114205,0.0
44,7.193175,7.602322,42.7283,0.0,-1.7904329,5.4203253,6.2972007,22.830833333333334,283,Retail,1985.0,0,0.025328080419083715,-0.006304341302791112,0.9278848,3.0
45,1.6568321,1.7872399,5.1875,0.0,0.3921792,0.69867074,12.010567,22.82988925676447,15304,Retail,2016.0,0,0.00010825430244762342,2.562425293123282e-05,0.6726958,0.0
46,12.2634,12.67694,283.0,0.0,-1.5778109,9.666682,7.8620105,22.830833333333334,9045,Retail,2016.0,0,0.0013556710234158549,-0.00017442083611784586,0.9557836,0.0
47,274.1536,252.41724,952.417,0.0,-80.314156,168.56886,0.06994497,22.83058568329718,31666,Retail,2008.0,0,0.008657390816013614,-0.002536209795010998,0.9173685,0.0
48,71.072,50.403996,191.0,0.0,-3.6466422,25.010996,11.674246,24.290023138696064,9569,Other,1989.0,0,0.0074265411281286735,-0.0003810493425391186,0.69935614,0.0
49,109.97031,92.03588,312.0,0.0,3.5970955,36.973553,14.905556,22.830833333333334,24456,Lodging/residential,1968.0,0,0.0044964757082424,0.00014707836159389757,0.82937396,0.0
50,28.146648,23.197592,80.0,0.0,0.44611448,6.5943155,14.486636,22.830833333333334,4698,Other,1981.0,0,0.005989923048942843,9.493817418502935e-05,0.79589224,0.0
51,56.719585,51.156,187.0,0.0,22.109116,31.642256,47.97572,22.830833333333334,387638,Parking,2014.0,0,0.00014632063703265454,5.703532307271956e-05,0.88628495,0.0
52,259.20654,220.55164,994.0,0.0,-64.73,144.19157,3.709261,22.830833333333334,106523,Education,1970.0,0,0.0024333159003487475,-0.0006076565220695205,0.8476022,0.0
54,330.07986,262.27774,1046.0,0.0,3.0717385,94.8947,19.82959,22.830833333333334,7867,Education,2011.0,0,0.04195219426816893,0.0003904090596748356,0.79218876,3.0
55,71.41732,63.254658,264.0,0.0,9.36515,32.312786,20.994268,22.830833333333334,16726,Office,2011.0,0,0.004269583323456976,0.0005598822533425095,0.8734742,0.0
56,145.13266,121.88014,397.933,0.0,0.8001388,42.62103,14.091353,22.830833333333334,60088,Lodging/residential,2013.0,0,0.0024152949776516395,1.331589428238057e-05,0.83403766,0.0
57,224.25969,187.46596,698.0,0.0,-3.691951,79.33865,12.213192,22.830833333333334,65359,Lodging/residential,2013.0,0,0.0034311457975987557,-5.648639896654295e-05,0.8322215,0.0
58,236.57579,203.64143,731.705,0.0,-0.27027714,79.69144,13.647145,22.830833333333334,83379,Lodging/residential,2013.0,0,0.0028373205853354936,-3.2415104644365464e-06,0.8571641,0.0
59,108.01611,176.66522,875.725,0.0,-33.12892,151.6729,6.986449,22.830833333333334,81337,Entertainment/public assembly,2005.0,0,0.0013279907703810027,-0.0004072994357961723,1.6205423,0.0
60,513.29865,500.71243,1736.43,0.0,-163.99326,375.94333,-0.49393114,22.830833333333334,81576,Education,1997.0,0,0.00629219810754908,-0.0020102878950590776,0.97358304,2.0
61,160.44035,138.93353,466.0,0.0,1.5861342,58.078587,13.903385,22.830833333333334,38686,Lodging/residential,2001.0,0,0.004147138661399299,4.099915204920926e-05,0.8605874,0.0
62,324.81024,269.50443,956.0,0.0,6.8644123,97.958115,14.216477,22.830833333333334,42731,Lodging/residential,2001.0,0,0.007601100854142534,0.00016063868547550449,0.8271822,0.0
63,141.46289,122.34506,396.0,0.0,8.484833,48.252644,17.25661,22.830833333333334,41617,Lodging/residential,2001.0,0,0.003399079499855832,0.00020387411129011186,0.8587855,0.0
64,98.624115,91.9268,344.352,0.0,-3.2054527,45.324383,12.900133,22.830833333333334,53130,Lodging/residential,2001.0,0,0.0018562442828148232,-6.0331118943512614e-05,0.92273647,0.0
65,107.568214,96.907486,366.535,0.0,1.5693386,46.981495,14.251595,22.830833333333334,53130,Lodging/residential,2001.0,0,0.002024584788852156,2.953715458215298e-05,0.89259535,0.0
66,101.076485,86.082115,348.515,0.0,4.9891415,31.183084,15.654498,22.830833333333334,37241,Lodging/residential,1981.0,0,0.002714045558245416,0.00013396545470794797,0.84330994,0.0
67,117.075066,96.17345,388.0,0.0,8.411392,38.056004,17.048815,22.830833333333334,24456,Lodging/residential,1968.0,0,0.004786975737530889,0.00034392575589459304,0.81451106,0.0
68,88.10254,78.082375,295.0,0.0,27.300488,44.60199,37.85152,22.830833333333334,487433,Parking,2007.0,0,0.00018074762749931272,5.600858273799232e-05,0.8763204,0.0
69,61.619305,72.25121,186.749,0.0,51.98418,67.29097,198.13264,22.830833333333334,387638,Parking,2000.0,0,0.00015896053972119014,0.00013410461911840516,1.1538169,0.0
70,31.20392,26.63883,97.0,0.0,8.020825,12.710213,34.714325,22.830833333333334,387638,Parking,2007.0,0,8.049737091567124e-05,2.0691481987228743e-05,0.8271922,0.0
71,86.78372,77.23411,226.0,0.0,23.34685,37.920685,34.504898,22.830833333333334,387638,Parking,1998.0,0,0.0002238776849693352,6.022832955798648e-05,0.8798227,0.0
72,93.07052,87.46634,325.0,0.0,38.626526,58.722504,51.817375,22.830833333333334,387638,Parking,2002.0,0,0.0002400958585014726,9.964561326106571e-05,0.92979544,0.0
73,24.320528,20.638094,87.0,0.0,4.2552233,10.251537,24.833094,22.830833333333334,387638,Parking,2008.0,0,6.274014748360074e-05,1.0977283694960922e-05,0.8150736,0.0
74,79.26695,70.43029,268.0,0.0,26.485416,41.46316,41.204437,22.830833333333334,387638,Parking,1997.0,0,0.00020448652616132133,6.832495288748943e-05,0.87745064,0.0
75,175.01874,155.72319,568.0,0.0,-35.419262,96.97027,3.7379086,22.830833333333334,80942,Education,2010.0,0,0.002162246738976425,-0.00043758276728528777,0.88469666,0.0
76,1011.19324,802.8801,3592.0,0.0,-40.80304,322.81918,10.452507,22.830833333333334,128887,Education,2009.0,0,0.007845518879218295,-0.00031657749015254525,0.79320836,2.0
77,105.66227,89.370735,377.0,0.0,9.664693,38.384804,18.070305,22.830833333333334,24456,Lodging/residential,1968.0,0,0.004320328314686395,0.0003951708254783148,0.8378852,0.0
78,197.43713,176.40671,989.439,0.0,-38.008278,113.947655,9.852562,22.830833333333334,76257,Education,2007.0,0,0.0025890678196263013,-0.0004984169253464083,0.8889803,0.0
79,372.6376,300.7214,1207.0,0.0,-20.210726,118.15599,9.955921,22.830833333333334,36240,Office,2010.0,0,0.010282210859517277,-0.0005576757204354669,0.8048478,0.0
80,1021.37616,852.4833,3704.0,0.0,-86.76899,424.93198,8.169626,22.830833333333334,156111,Office,2001.0,0,0.006542585833683309,-0.0005558124267384204,0.83382547,2.0
81,9.283045,7.7374563,31.0,0.0,2.2083611,3.6053975,29.053488,22.830833333333334,3025,Other,1979.0,0,0.003067761009604586,0.0007297954887092626,0.75244796,0.0
82,33.274246,29.308378,110.0,0.0,3.542674,14.121234,19.478685,22.830833333333334,10743,Office,1974.0,0,0.0030970072799534915,0.0003297351139832679,0.85511374,0.0
83,3.3614476,3.5904214,15.6306,0.0,0.31788132,2.0127678,21.269423,22.830833333333334,2070,Other,1996.0,0,0.0016231036082608064,0.00015349170253335537,0.82321787,0.0
84,16.447948,16.078825,69.9454,0.0,-4.378208,10.769798,1.744518,22.830833333333334,4038,Office,1986.0,0,0.004072282360933535,-0.0010839832038624388,0.92153096,0.0
85,91.33872,81.43336,428.375,0.0,5.24244,27.802954,16.5307,22.830833333333334,37241,Lodging/residential,1981.0,0,0.002452572961414637,0.00014076688211411438,0.8818982,0.0
86,53.68936,51.693283,252.756,0.0,-19.587183,41.59866,-2.697244,22.830833333333334,10932,Education,1986.0,0,0.004910762057282139,-0.001791565261013192,0.9452164,0.0
87,59.965588,61.07892,390.424,0.0,-11.520384,43.116306,4.0598764,22.830833333333334,6412,Entertainment/public assembly,2006.0,0,0.009350629598622609,-0.001796411014320734,1.001859,0.0
88,520.2438,424.9644,2107.06,0.0,35.872883,158.43748,17.069483,22.830833333333334,76527,Entertainment/public assembly,2007.0,0,0.006798084026945203,0.0004687550026528536,0.81528914,0.0
89,899.54254,728.6674,3202.0,0.0,-125.18867,351.5491,5.907838,22.830833333333334,161755,Retail,1996.0,0,0.005561107727094551,-0.0007739352314434289,0.8091427,2.0
90,211.2946,170.51105,734.0,0.0,11.674793,60.437576,16.145845,22.830833333333334,59200,Lodging/residential,1999.0,0,0.003569105275931651,0.0001972060141451699,0.8031813,0.0
91,268.99896,236.9832,1385.6,0.0,-25.835129,140.1222,10.676685,22.830833333333334,68094,Education,2003.0,0,0.003950348225307934,-0.000379398322698872,0.8777189,0.0
92,49.73144,40.67147,163.541,0.0,-3.997449,17.382893,8.654803,22.830833333333334,10779,Office,1970.0,0,0.004613306261391719,-0.00037082086467565985,0.8017015,0.0
93,106.155075,85.517784,396.0,0.0,-14.621934,48.26544,16.675978,22.830833333333334,33370,Office,1982.0,0,0.003181057657044805,-0.00043816289404191523,0.79807496,0.0
94,48.966244,46.637768,226.542,0.0,-13.319549,33.02251,1.3927516,22.830833333333334,29469,Education,1968.0,0,0.0016615623937528499,-0.00045196975252367015,0.9333855,0.0
95,377.5727,302.7206,1386.0,0.0,15.451307,125.25009,16.484592,22.830833333333334,200933,Lodging/residential,2006.0,0,0.0018790881228218906,7.68974255066486e-05,0.79963666,0.0
96,318.07,252.00116,1187.65,0.0,10.246664,102.26567,30.79717,22.830833333333334,200933,Lodging/residential,2006.0,0,0.0015829576245146105,5.09951727793266e-05,0.789799,0.0
97,275.81378,222.9,974.0,0.0,12.092096,93.49272,17.178293,22.830833333333334,187647,Lodging/residential,2007.0,0,0.0014698466369920343,6.444031553086284e-05,0.80523443,0.0
98,351.65237,282.75638,1199.0,0.0,6.679187,112.85663,13.7360325,22.830833333333334,200933,Lodging/residential,2007.0,0,0.0017500889559137734,3.324070003575247e-05,0.8017992,0.0
99,11.048207,10.227112,46.2844,0.0,-2.4339375,6.3670273,3.415387,22.830833333333334,2260,Office,2016.0,0,0.0048864251583458735,-0.001076487195750139,0.84884924,0.0
100,99.1103,84.48501,347.287,0.0,11.186782,33.94098,19.89848,22.830833333333334,24456,Lodging/residential,1968.0,0,0.004052430721541411,0.00045740613661690913,0.8439193,0.0
101,61.363674,56.07261,1436.65,0.0,17.074053,34.745274,39.252457,22.830391597214295,18860,Office,1986.0,0,0.0032534687537149865,0.0009052570282948383,0.8991229,0.0
102,80.35858,81.78574,299.0,0.0,-11.070265,41.689026,6.7145715,22.830833333333334,15876,Office,1983.0,0,0.005061320245825329,-0.000697251673255916,1.0052503,0.0
103,53.602386,55.990463,248.179,0.0,-23.879433,45.48598,1.99574,22.89817094213735,21657,Education,2016.0,0,0.0024749462773390606,-0.001102568689547634,1.0254215,0.0
104,240.21179,194.95654,812.0,0.0,-11.869887,83.67781,10.152667,22.830833333333334,45330,Office,2003.0,0,0.0052990622750918245,-0.0002618492279453298,0.808238,0.0
105,78.21218,27.518318,173.945,37.9286,-33.280045,32.699566,-27.25859,11.719269406392694,50623,Education,1970.0,1,0.0015449624899515763,-0.0006573965817727572,0.34740007,1.0
106,1.5210098,2.240302,17.0,0.0,-0.646817,2.0620472,-5.974556,11.719269406392694,5374,Education,1970.0,1,0.00028297856796619504,-0.00012033805181813794,0.8886526,1.0
107,234.46002,180.09775,591.0,0.0405,-11.742128,62.866295,5.5856037,11.719269406392694,97532,Education,2005.0,1,0.0024039045448479616,-0.00012039133803115235,0.7648761,1.0
108,239.32149,51.31072,451.5,81.8064,-43.33716,55.427048,-14.528954,11.719269406392694,81580,Education,1913.0,1,0.0029335444212103042,-0.0005312163151116681,0.21350867,1.0
109,256.15277,61.629047,553.508,117.574,-39.67234,51.15476,-12.807935,11.719269406392694,56995,Education,1953.0,1,0.0044942236472049575,-0.0006960548177603061,0.23965928,1.0
110,309.19434,41.553814,588.0,115.313,-15.726448,33.640472,-4.7443166,11.719269406392694,27814,Education,2006.0,1,0.011116100519054466,-0.0005653945014949499,0.13396059,1.0
111,412.18518,65.18955,680.25,283.5,-72.026794,70.84841,-14.475878,11.719269406392694,118338,Education,1909.0,1,0.0034830882520898647,-0.0006086479895350963,0.15777321,1.0
112,26.111095,34.762314,174.125,0.007,-5.9056416,17.312233,9.280529,11.719269406392694,32206,Education,1970.0,1,0.0008107273396611543,-0.00018336515527016278,1.2822173,1.0
113,364.1151,39.386528,679.25,228.5,-46.00391,45.501244,-10.877084,11.719269406392694,100481,Education,1958.0,1,0.0036236849615322894,-0.0004578323487261128,0.107874274,1.0
114,871.55304,142.35294,1482.19,530.5,-163.77827,162.53415,-15.088711,11.719269406392694,139683,Education,1958.0,1,0.006239462211497245,-0.0011724912984746485,0.1631453,1.0
115,490.63962,59.27989,711.375,222.417,-64.59626,69.01228,-11.105344,11.719269406392694,129716,Education,1968.0,1,0.0037823848679812352,-0.0004979783688398651,0.1205759,1.0
116,167.49586,23.925482,249.7,76.0,-33.748653,23.124897,-16.700039,11.719269406392694,37265,Education,1970.0,1,0.004494602717441208,-0.0009056151293904695,0.14199448,1.0
117,50.46662,13.722273,121.5,21.0,-11.235061,13.95711,-16.99151,11.719269406392694,15489,Education,2004.0,1,0.003258013001867384,-0.0007253105675812457,0.26662472,1.0
118,344.3678,112.3317,631.2,4.898,-157.64247,112.92608,-31.244213,11.719269406392694,138316,Education,1960.0,1,0.002489699732148344,-0.001139718699172745,0.32525238,1.0
119,534.7528,69.0269,947.688,255.5,-51.156578,63.67654,-8.453489,11.719269406392694,91149,Education,2007.0,1,0.0058667340385868075,-0.0005612350857264382,0.12884095,1.0
120,171.32256,39.628197,306.7,65.5833,-29.478928,31.9568,-13.648184,11.719269406392694,68211,Education,1976.0,1,0.002511619004603181,-0.00043216629936528305,0.22996524,1.0
121,565.99585,110.89986,961.5,7.3333,-112.30757,101.516716,-16.637438,11.719269406392694,150318,Education,1906.0,1,0.003765298130039283,-0.0007471282499958941,0.195592,1.0
122,280.0367,47.60166,498.5,142.2,-59.978626,45.622616,-17.579035,11.719269406392694,83043,Education,1991.0,1,0.0033721486518771297,-0.0007222511710806405,0.1693788,1.0
123,123.85511,23.155611,221.3,55.9,-27.270916,21.194399,-17.976934,11.719269406392694,61204,Education,1989.0,1,0.0020236109822474803,-0.0004455667998547083,0.18545985,1.0
124,39.934383,22.467787,97.8,0.0053,-30.033562,22.081758,-42.432056,11.719269406392694,38319,Education,1900.0,1,0.0010421290029314714,-0.0007837568295026871,0.54887325,1.0
125,165.53497,25.402613,271.4,29.2816,-27.23324,24.164066,-13.8527355,11.719269406392694,16802,Education,1995.0,1,0.009851513012231819,-0.0016207367807869711,0.1525362,1.0
126,125.35836,23.905128,233.2,53.8,-13.363288,17.730614,-9.528176,11.719269406392694,21539,Education,2004.0,1,0.005819793885354101,-0.0006203940541188586,0.18918517,1.0
127,21.48988,5.089147,43.875,9.75,-0.5531725,4.6888185,-2.376706,11.719269406392694,27071,Lodging/residential,1970.0,1,0.0007938046545565269,-2.0433382415179664e-05,0.2262861,1.0
128,90.699875,24.104628,190.9,42.8,-15.179579,22.466623,-14.105672,11.719269406392694,102774,Lodging/residential,1956.0,1,0.0008825091206804154,-0.0001476971907674817,0.26286435,1.0
129,93.63078,27.459555,197.2,44.2,-9.1633215,22.71146,-8.840071,11.719269406392694,102957,Lodging/residential,1968.0,1,0.0009094075553240611,-8.900057785753562e-05,0.2901757,1.0
130,30.870869,9.81808,67.4,13.1,-1.8899546,9.468625,-5.6284833,11.719269406392694,62893,Lodging/residential,1960.0,1,0.0004908396457986665,-3.0049838886945755e-05,0.3080581,1.0
131,125.90504,60.197872,304.738,32.175,2.8707952,24.779808,2.1075797,11.719269406392694,66661,Lodging/residential,1930.0,1,0.0018887077634374837,4.306494329511513e-05,0.4743537,1.0
132,52.49195,17.955177,126.0,24.5,-4.948595,16.501637,-7.92432,11.719269406392694,83108,Lodging/residential,1995.0,1,0.0006316036889960116,-5.954343148151308e-05,0.3356613,1.0
133,55.919758,17.733614,124.9,1.8082,-4.1322947,14.226207,-6.8508015,11.719269406392694,64723,Lodging/residential,1960.0,1,0.0008639725270845062,-6.384485901437166e-05,0.31155464,1.0
134,62.22002,25.513435,153.8,25.1333,-0.05572915,14.103564,-0.2183257,11.719269406392694,49589,Lodging/residential,1998.0,1,0.001254688854490612,-1.1237981603568205e-06,0.40356576,1.0
135,45.597706,15.369072,100.6,22.5,-3.5390062,8.414566,-6.590871,11.719269406392694,66532,Lodging/residential,1967.0,1,0.000685339693701839,-5.319174294283036e-05,0.32982466,1.0
136,38.846844,7.648994,70.9,18.5,-1.9305875,6.839883,-4.6038303,11.719269406392694,56467,Lodging/residential,1960.0,1,0.0006879443883169657,-3.418905451115868e-05,0.19195984,1.0
137,47.395527,16.920525,137.75,20.5,-11.341064,17.299124,-17.275305,11.719269406392694,64024,Entertainment/public assembly,1967.0,1,0.0007402659412102512,-0.000177134938744631,0.34962994,1.0
138,134.38782,35.055435,246.813,44.375,-29.288694,35.618576,-17.286201,11.719269406392694,118231,Public services,1970.0,1,0.0011366450485724043,-0.0002477222273302817,0.25892606,1.0
139,80.91672,19.106321,126.5,21.4464,-13.482315,18.164303,-14.008191,11.719269406392694,56629,Public services,1900.0,1,0.0014288666348101161,-0.00023807725699234616,0.23324081,1.0
140,31.741213,9.151043,61.0,14.75,-9.2224045,10.288148,-19.996843,11.719269406392694,50020,Office,1970.0,1,0.0006345577426450618,-0.0001843706539249609,0.27949616,1.0
141,59.057186,20.475996,128.25,25.0,-20.240114,23.376087,-22.964725,11.719269406392694,44789,Office,1919.0,1,0.0013185350776224378,-0.0004518891317712912,0.34094164,1.0
142,35.751286,9.394605,76.0,18.5,-8.892255,10.584176,-18.143452,11.719269406392694,45348,Office,1970.0,1,0.0007883588514185212,-0.00019608491542055478,0.25562656,1.0
143,53.204494,18.88062,117.294,22.5,-22.96732,22.463867,-27.31239,11.719269406392694,40085,Office,1970.0,1,0.0013272587555834545,-0.0005729511422572816,0.34832203,1.0
144,30.637756,34.234432,134.875,3.9419,-8.899208,22.895725,-0.93709934,11.719269406392694,57673,Office,1970.0,1,0.0005312230181304617,-0.0001543019049978787,1.0820752,1.0
145,27.595144,6.512641,52.5,15.7917,-5.3083496,6.9735703,-14.295259,11.719269406392694,14219,Office,1970.0,1,0.001940586798301729,-0.00037330166029360054,0.22775339,1.0
146,15.211439,5.5359383,39.1,3.7333,-2.6755478,4.0812564,-13.464442,11.719269406392694,31614,Office,1956.0,1,0.00048114626388392947,-8.462906336267784e-05,0.34148344,1.0
147,138.73605,62.3554,310.75,0.0939,-24.463572,58.25297,9.8504505,11.719269406392694,82548,Office,1977.0,1,0.0016806509281371898,-0.00029635212477997205,0.44623703,1.0
148,201.14107,90.20503,497.7,2.4898,-123.38525,86.960175,-38.1039,11.719269406392694,174601,Office,1960.0,1,0.001151997500056602,-0.0007066657098822205,0.44624794,1.0
149,123.49687,29.115131,204.5,50.5,-25.746132,31.96791,-16.469955,11.719269406392694,81881,Office,1960.0,1,0.0015082297934618377,-0.0003144296902490493,0.23386236,1.0
150,427.50742,76.99785,665.5,235.033,-107.82589,74.27344,-20.127207,11.719269406392694,65657,Office,1955.0,1,0.006511124551029339,-0.0016422353648816953,0.17968848,1.0
151,50.004852,19.984793,134.6,14.3,-26.108847,18.73728,-34.110683,11.719269406392694,30495,Office,1997.0,1,0.0016397183989677949,-0.0008561400401504692,0.3918214,1.0
152,12.98005,4.9728074,38.0,6.0,-3.4951131,5.1998487,-18.610373,11.717138616122401,10301,Office,1970.0,1,0.0012599543862332652,-0.00033926549547506847,0.3557074,1.0
153,20.136654,6.061252,43.1,0.3878,-6.710194,5.880468,-24.022821,11.719269406392694,16092,Office,1965.0,1,0.0012512678742401344,-0.00041696353140311694,0.28676498,1.0
